part,model,method,mae,nrmse,rmse,smape,r2,train_time,pred_time
macro,auto_regression,predict_value,0.0218064174851537,0.3219581240556131,0.024308091983981,5.39048655433874,-0.4898161707592732,0.0077387999917846,0.0040994000155478
macro,auto_regression,predict_delta_y,0.0036096923499622,0.0681692661428541,0.0044111849478985,0.8606060076605603,0.9422648863482836,0.0082466999883763,0.0053584000270348
macro,arima,predict_value,0.0213105104069068,0.3159602749828615,0.0238552496542707,5.267053634091458,-0.4348247970154577,0.2793469000025652,0.0145339000155217
macro,arima,predict_delta_y,0.0036312337020104,0.0681045360178117,0.0044069963073363,0.8629159512914385,0.9423744790432836,1.7885326000105124,0.0235556999978143
macro,prophet,predict_value,0.0410608631481485,0.6103024531312874,0.0460783159682034,10.53127711371164,-4.353331514322506,1.6075182000058703,1.7824034999939613
macro,prophet,predict_value,0.0410608631481485,0.6103024531312874,0.0460783159682034,10.53127711371164,-4.353331514322506,0.9053036000113934,1.4991844999603927
macro,prophet,predict_delta_y,0.0035891976126006,0.0668918763328302,0.0043285259576907,0.8557305017251154,0.944408352619617,0.6605993999983184,1.7774988999590278
macro,random_forest,predict_delta_y,0.0374322884307115,0.6351597959791401,0.0411007407012725,9.524146797718934,-4.01220457576716,0.5756429999601096,1.5283306999481283
macro,lstm,predict_delta_y,0.0037473083421974735,0.07031839882546408,0.0045502538021927694,0.8913656097105146,0.938567140067155,13.074291500030085,2.916767799993977
