t[s],x_t,y_t,A_sample,A_mean,A_var,A_max,A_min,macro_step_time[s]
7922.0,99000.0,99000.0,0.4253998850269376,0.004823669020364162,0.0012416528098588202,0.42539988502693754,-0.0014600714705064655,0.06656026840209961
7982.0,100000.0,100000.0,0.4241856810677275,0.004668910250619726,0.0012197587049837904,0.42418568106772747,-0.001451590652166873,0.08842778205871582
8042.0,100000.0,100000.0,0.42016979250956205,0.004492907082565709,0.0011947426693863028,0.420169792509562,-0.0014431036319994784,0.140824556350708
8102.0,101000.0,101000.0,0.4171946444167827,0.004294165122496897,0.00116549144693053,0.4171946444167827,-0.0014352894762626148,0.06461191177368164
8162.0,102000.0,102000.0,0.41464165240646556,0.004071816236603781,0.0011307643533821701,0.4146416524064655,-0.0014274251881343505,0.12569856643676758
8222.0,102000.0,102000.0,0.41405322981995596,0.0038257968573695285,0.0010892909650723332,0.4140532298199559,-0.0014203159795211325,0.0728299617767334
8282.0,103000.0,103000.0,0.4086358658700534,0.0035569981544158716,0.00103991741565251,0.40863586587005335,-0.0014137328340106422,0.09037303924560547
8342.0,103000.0,103000.0,0.40480988925157857,0.003267367131236366,0.0009817928490015353,0.4048098892515785,-0.0014078382113114937,0.06417369842529297
8402.0,104000.0,104000.0,0.4059721524940251,0.0029599393725203626,0.0009145736736272745,0.405972152494025,-0.001403645218235728,0.12414169311523438
8462.0,105000.0,105000.0,0.3999274254062465,0.002638788974705129,0.0008386096491941176,0.3999274254062465,-0.0013997986494988569,0.19869685173034668
8522.0,105000.0,105000.0,0.3999412324565356,0.0023088890000088676,0.0007550673547240689,0.3999412324565356,-0.0013995972278273564,0.0647118091583252
8582.0,106000.0,106000.0,0.39578792095776516,0.0019758858517076316,0.000665948278914163,0.3957879209577651,-0.0013994292117943757,0.08006453514099121
8642.0,106000.0,107000.0,0.3914501441641281,0.0016458019565025299,0.0005739736944657921,0.3914501441641281,-0.0014042990610298827,0.06944012641906738
8702.0,107000.0,107000.0,0.3944864891379866,0.0013246913477290001,0.00048233555965390603,0.39448648913798656,-0.0014097664898669207,0.0843803882598877
8762.0,107000.0,107000.0,0.3876467753298554,0.001018280371985155,0.0003943457985233276,0.38764677532985536,-0.0014184895227303588,0.06071281433105469
