t[s],x_t,y_t,A_sample,A_mean,A_var,A_max,A_min,macro_step_time[s],A_sample_noisy,A_mean_noisy,A_max_noisy,A_min_noisy
1742.0,37000.0,37000.0,0.8232433979152193,0.0110438650731998,0.0044804478287604,0.8232433979152192,-0.0024379836371481,0.07708740234375,0.8390430296229109,0.018943680927045625,0.8358831032813725,0.010201721729005218
1802.0,38000.0,38000.0,0.8233385438289389,0.0109731949788558,0.0044249977051511,0.8233385438289388,-0.0024523196615487,0.0855281352996826,0.8398160638212389,0.019211954975005763,0.8365205598227787,0.01072969633229124
1862.0,39000.0,39000.0,0.813237357398261,0.0109028135385365,0.0043702397689244,0.8132373573982609,-0.0024705563923698,0.0755312442779541,0.8289071974885764,0.018737733583694217,0.8257732294705132,0.01006531567988255
1922.0,39000.0,39000.0,0.8113684290109001,0.01083272090892,0.0043161653021126,0.8113684290109,-0.0024820130302016,0.0605168342590332,0.8257622530914566,0.0180296329491982,0.8228834882753451,0.00903304623424352
1982.0,40000.0,40000.0,0.8064004366488056,0.0107629171395542,0.0042627656994117,0.8064004366488055,-0.0024877453370345,0.0822725296020507,0.8203268232675195,0.017726110448911175,0.8175415459437766,0.008653363957936661
2042.0,40000.0,40000.0,0.797118218066255,0.0106934021917126,0.0042100324663026,0.7971182180662549,-0.0024951111703953,0.06138277053833,0.8126444906419502,0.018456538479560202,0.8095392361268111,0.009925906890160865
2102.0,41000.0,41000.0,0.7971521559969681,0.01062417602131,0.0041579572155424,0.797152155996968,-0.002498997085233,0.0572693347930908,0.8121668469553857,0.01813152150051876,0.809163908763702,0.009512755681501015
2162.0,42000.0,42000.0,0.7873605179271654,0.0105552386414515,0.0041065316642409,0.7873605179271653,-0.0024984773875094,0.2106900215148925,0.8031230932999586,0.018436526327848073,0.7999705782253999,0.01011158291072512
2222.0,42000.0,42000.0,0.7855896823979853,0.0104865901098291,0.004055747632905,0.7855896823979852,-0.0024978584271927,0.1417768001556396,0.8008952560377548,0.018139376929713846,0.7978341413098008,0.009746600484622897
2282.0,43000.0,43000.0,0.7807454780507933,0.0104182304622522,0.0040055970458556,0.7807454780507932,-0.0024958525707727,0.0575296878814697,0.7970614900324186,0.018576236453064845,0.7937982876360934,0.01055695701452753
2342.0,43000.0,43000.0,0.7718293520227691,0.0103501596605385,0.0039560719312461,0.771829352022769,-0.00249056263607,0.0807855129241943,0.788031910592326,0.018451438945316936,0.7847913988784145,0.010471484219575496
2402.0,44000.0,44000.0,0.7718067036150675,0.010282377601359,0.0039071644195211,0.7718067036150674,-0.0024844717703087,0.0756692886352539,0.7855149797247026,0.017136515656176552,0.7827733245027755,0.008482149117399387
2462.0,45000.0,45000.0,0.762315464545501,0.0102148841707186,0.0038588667407518,0.7623154645455009,-0.0024782674870043,0.0601072311401367,0.7759223962731057,0.017018350034520936,0.7732010099275847,0.008407277895079442
2522.0,45000.0,45000.0,0.7606375449731576,0.0101476792883976,0.0038111712222753,0.7606375449731575,-0.002469743898831,0.0819509029388427,0.7727735542801862,0.01621568394191189,0.7703463524187804,0.007239063546791861
2582.0,46000.0,46000.0,0.7559148433328726,0.010080762902499,0.0037640702876191,0.7559148433328725,-0.0024601831173171,0.076390266418457,0.7669616860060431,0.01560418423908426,0.7647523174714089,0.0063772910212193164
2642.0,46000.0,46000.0,0.7473497535762887,0.0100141349450711,0.003717556456395,0.7473497535762886,-0.0024509788747757,0.0645356178283691,0.7590525688101186,0.015865542561986055,0.7567120057633525,0.006911273312288226
2702.0,47000.0,47000.0,0.7472748644717079,0.0099477952946106,0.0036716223440043,0.7472748644717078,-0.0024401912234353,0.1468119621276855,0.7621768243270991,0.017398775222306206,0.7591964323560207,0.009481376660877668
2762.0,48000.0,48000.0,0.738075122402301,0.0098817437797156,0.0036262606603216,0.7380751224023009,-0.0024285404768054,0.0572142601013183,0.7530736072669826,0.017380986212056394,0.7500739102940461,0.009570247414939871
2822.0,48000.0,48000.0,0.7364852188116902,0.0098159802161244,0.0035814642075869,0.73648521881169,-0.0024174264336534,0.0934498310089111,0.7484305281848155,0.01578863490268707,0.7460414663101903,0.0071388210648468745
2882.0,49000.0,49000.0,0.7318817225360046,0.0097505044391891,0.0035372258784513,0.7318817225360045,-0.0024053088299733,0.0849695205688476,0.742903649959922,0.015261468151147786,0.7406992644751383,0.006412233109160599
2942.0,49000.0,49000.0,0.7236532614271841,0.0096853163021847,0.0034935386548853,0.723653261427184,-0.0023925428782846,0.0597479343414306,0.7360066285558665,0.015861999866525926,0.7335359551301299,0.007490150824661361
3002.0,50000.0,50000.0,0.7235302165234145,0.0096204156458323,0.003450395607785,0.7235302165234144,-0.0023802120874769,0.0975642204284668,0.7371377989422847,0.01642420685526739,0.7344162824585105,0.00850585384761924
3062.0,51000.0,51000.0,0.7146133117209003,0.0095558022706711,0.0034077898965004,0.7146133117209003,-0.0023672712686354,0.1374521255493164,0.7248963371738628,0.014697314997152402,0.7228397320832703,0.005859149093734682
3122.0,51000.0,51000.0,0.7131067859874977,0.0094914759379461,0.0033657147676813,0.7131067859874977,-0.0023539625331023,0.0558910369873046,0.7209127194903828,0.013394442689388678,0.7193515327898058,0.0038907842692058226
3182.0,52000.0,52000.0,0.7086201906313866,0.0094274363954171,0.0033241635535542,0.7086201906313866,-0.002341004451983,0.0592348575592041,0.7123713904800756,0.011303036319761619,0.7116211505103378,0.0006599554269682306
3242.0,52000.0,52000.0,0.7007145698650006,0.0093636834015882,0.0032831296702722,0.7007145698650006,-0.0023277241847478,0.0974647998809814,0.7050098341426053,0.01151131554039056,0.7041507812870843,0.0011084872373359755
3302.0,53000.0,53000.0,0.7005472077542136,0.0093002167260141,0.0032426066168527,0.7005472077542135,-0.0023142492591694,0.0594961643218994,0.7051462094966956,0.011599717597255055,0.704226409148199,0.0013649521348161292
3362.0,54000.0,54000.0,0.6919047176450382,0.0092370361279444,0.0032025879746277,0.6919047176450381,-0.0023009841619643,0.0954773426055908,0.6969628449674489,0.0117660997891497,0.6959512195029666,0.001745517695964182
3422.0,54000.0,54000.0,0.69047717925444,0.0091741413356026,0.0031630674066739,0.6904771792544399,-0.0022875645740793,0.0613136291503906,0.6973082661197478,0.012589684768256513,0.6959420487466861,0.00317730491816696
3482.0,55000.0,55000.0,0.6861051777930777,0.0091115320456107,0.00312403865678,0.6861051777930776,-0.0022741024906006,0.0572762489318847,0.6914444856802625,0.011781185989203096,0.6903766241028254,0.001997343819147234
3542.0,55000.0,55000.0,0.6785092004321401,0.0090492079413025,0.0030854955480011,0.67850920043214,-0.0022607973139857,0.0853846073150634,0.6822356324971678,0.010912423973816334,0.6814903460841621,0.0007203483380364352
3602.0,56000.0,56000.0,0.6783011270624895,0.0089871687110905,0.0030474319812404,0.6783011270624894,-0.002247454797883,0.0597116947174072,0.6814082382240484,0.010540724291869972,0.6807868159917365,0.00023823413136415603
3662.0,57000.0,57000.0,0.6699248611233101,0.0089254140498029,0.0030098419342389,0.66992486112331,-0.0022341289444655,0.1243090629577636,0.6709274848149673,0.009426725895631542,0.6707269600766358,-0.0014320299911396717
3722.0,57000.0,57000.0,0.6685721537190111,0.0088639436434954,0.0029727194609446,0.668572153719011,-0.0022208930017523,0.0840940475463867,0.6716640072739225,0.010409870420951099,0.6710456365629401,0.00025258984217681885
3782.0,58000.0,58000.0,0.6643124406894609,0.008802757153701,0.0029360586908932,0.6643124406894608,-0.0022076719341326,0.0602262020111084,0.6653202124946308,0.009306643056285913,0.6651186581335967,-0.0014014544899967367
3842.0,58000.0,58000.0,0.6570134745377456,0.0087418542161165,0.0028998538282718,0.6570134745377455,-0.0021945196672271,0.0834770202636718,0.6564614375167139,0.00846583570560066,0.6565718449209201,-0.0026361492840524447
3902.0,59000.0,59000.0,0.6567680761389805,0.0086812344537782,0.0028640991506791,0.6567680761389805,-0.0021814540013378,0.0656235218048095,0.6543187633528147,0.007456578060695291,0.6548086259100478,-0.0041409042302704546
3962.0,60000.0,60000.0,0.6486500707955647,0.0086208974911608,0.0028287890078893,0.6486500707955647,-0.0021684421522572,0.0573675632476806,0.6473370302584559,0.007964377222606397,0.6475996383658776,-0.0032188745819442463
4022.0,60000.0,60000.0,0.6473682594708527,0.0085608429560001,0.0027939178209027,0.6473682594708527,-0.0021555033038627,0.0937168598175048,0.6427746003132092,0.00626401337717832,0.6436933321447379,-0.005830430629977547
4082.0,61000.0,61000.0,0.6432185347576196,0.0085010704683745,0.0027594800812805,0.6432185347576195,-0.0021426257712715,0.0605013370513916,0.6386680966974827,0.006225851438306038,0.63957818430951,-0.005782976219381039
4142.0,61000.0,61000.0,0.63620448698936,0.0084415796286058,0.0027254703505066,0.6362044869893599,-0.0021298114305837,0.060317039489746,0.633482359202751,0.007080515735301244,0.6340267847600727,-0.00430751365987099
4202.0,62000.0,62000.0,0.6359249423021965,0.0083823700156168,0.0026918832591302,0.6359249423021964,-0.0021170821615433,0.0843341350555419,0.6323517343904445,0.006595766059740767,0.6330663759727948,-0.004975648490944952
4262.0,63000.0,63000.0,0.6280574558456965,0.0083234411965118,0.0026587135056855,0.6280574558456964,-0.0021044254532374,0.0598492622375488,0.625784062265222,0.0071867444062745645,0.6262387409813168,-0.003923140317616979
4322.0,63000.0,63000.0,0.6268428151379261,0.0082647927375077,0.0026259558556018,0.626842815137926,-0.0020918510965761,0.0790243148803711,0.6247889764345667,0.007237873385828015,0.6251997441752385,-0.0037349220592635974
4382.0,64000.0,64000.0,0.6228007874265912,0.0082064242059347,0.0025936051403173,0.6228007874265911,-0.0020793415561213,0.1238791942596435,0.6189508645758741,0.006281462780576157,0.6197208491460174,-0.005159279836694969
4442.0,64000.0,64000.0,0.6160600804116225,0.0081483351623287,0.0025616562566087,0.6160600804116224,-0.0020669057902985,0.0683419704437255,0.6091384218391257,0.004687505876080272,0.610522753553625,-0.0076042326482959844
4502.0,65000.0,65000.0,0.6157493722577275,0.0080905251510602,0.0025301041659528,0.6157493722577274,-0.0020545419583717,0.0718445777893066,0.6085296453056886,0.004480661675040741,0.6099735906960962,-0.007830323520002836
4562.0,66000.0,66000.0,0.6081248797870453,0.0080329936985965,0.0024989438937381,0.6081248797870452,-0.0020422569676656,0.0893361568450927,0.599071659999932,0.0035063838050398005,0.6008823039573545,-0.00928483279735632
4622.0,66000.0,66000.0,0.6069738823349133,0.0079757403205232,0.0024681705283101,0.6069738823349132,-0.0020300388216538,0.0606133937835693,0.5966574776186209,0.002817537962376958,0.5987207585618792,-0.010283162594687789
4682.0,67000.0,67000.0,0.603037272255957,0.0079187645300874,0.0024377792200015,0.6030372722559569,-0.0020179011345301,0.0615904331207275,0.5944219741648029,0.003611115484510344,0.5961450337830336,-0.008910139607453389
4742.0,67000.0,67000.0,0.596558820521606,0.0078620658402016,0.0024077651803097,0.5965588205216059,-0.0020058303143489,0.0591740608215332,0.5899709431775377,0.004568127168167456,0.5912885186463512,-0.007276132189603534
4802.0,68000.0,68000.0,0.5962197467495648,0.0078056437576885,0.0023781236812371,0.5962197467495647,-0.0019938357467396,0.059838056564331,0.5866498391280239,0.0030206899469180926,0.588563820652332,-0.009649761843972253
4862.0,69000.0,69000.0,0.588830935147439,0.0077494977759763,0.002348850054667,0.5888309351474389,-0.0019819096528864,0.0804359912872314,0.5802054880566817,0.003436774230597648,0.581930577474833,-0.008882267325492244
4922.0,69000.0,69000.0,0.5877402409741022,0.0076936273733977,0.0023199396916349,0.587740240974102,-0.0019700584235074,0.0572807788848876,0.5810488631794106,0.004347938476051952,0.5823871387383488,-0.007323160659260596
4982.0,70000.0,70000.0,0.5839067839582792,0.0076380320183674,0.0022913880414759,0.5839067839582791,-0.0019582735069974,0.061286449432373,0.5775793359730853,0.004474308025770456,0.578844825570124,-0.007020231895152511
5042.0,70000.0,70000.0,0.5776799722322602,0.007582711176104,0.0022631906109565,0.5776799722322601,-0.0019465635752798,0.0813510417938232,0.5703869729958236,0.003936211557885693,0.5718455728431108,-0.007780962964429091
5102.0,71000.0,71000.0,0.5773151560725793,0.0075276643105403,0.0022353429635119,0.5773151560725792,-0.0019349187524534,0.0600156784057617,0.5693726897764062,0.0035564311624537367,0.5709611830356407,-0.008288891789391902
5162.0,72000.0,72000.0,0.5701549190223952,0.0074728908801243,0.0022078407186093,0.5701549190223951,-0.0019233479137548,0.0600361824035644,0.5637835349337805,0.004287198835816932,0.5650578117515034,-0.007020455184646588
5222.0,72000.0,72000.0,0.569121365409388,0.0074183903320944,0.0021806795511451,0.5691213654093878,-0.0019118446097939,0.0848636627197265,0.5636763749341958,0.004695895094498287,0.564765373029234,-0.006267836989947682
5282.0,73000.0,73000.0,0.5653888142740557,0.0073641621008857,0.0021538551907697,0.5653888142740556,-0.0019004081653553,0.0788118839263916,0.5614140569087499,0.005376783418232807,0.562209008381811,-0.005080214057599928
5342.0,73000.0,73000.0,0.5594034765554112,0.0073102056119628,0.0021273634211204,0.5594034765554111,-0.001889044772562,0.0740902423858642,0.5571580941734965,0.006187514421005423,0.5576071706498793,-0.003685350678093803
5402.0,74000.0,74000.0,0.5590153764165369,0.0072565202871372,0.0021012000790396,0.5590153764165368,-0.0018777410760318,0.0597743988037109,0.5614868470410228,0.008492255599380185,0.5609925529161255,9.943542355697588e-05
5462.0,75000.0,75000.0,0.5520768094657961,0.0072031055463314,0.0020753610538687,0.552076809465796,-0.0018665160417526,0.0589220523834228,0.554710896733363,0.00852014918011489,0.5541840792798496,0.00024075377230098338
5522.0,75000.0,75000.0,0.5510974013846466,0.0071499608045043,0.0020498422868406,0.5510974013846465,-0.0018553445453837,0.0852589607238769,0.5513162945084762,0.007259407366419122,0.5512725158837102,-0.0016802300463199856
5582.0,76000.0,76000.0,0.5474635286699949,0.0070970854671261,0.0020246397705031,0.5474635286699948,-0.0018442552244712,0.0589315891265869,0.5439309425010483,0.005330792382652824,0.5446374597348376,-0.0046703241596284415
5642.0,76000.0,76000.0,0.5417099282778699,0.0070444789286747,0.0019997495480939,0.5417099282778698,-0.0018332159078853,0.0603172779083251,0.5387607620547121,0.005569895817095793,0.5393505952993436,-0.004192548886411552
5702.0,77000.0,77000.0,0.5413008470124857,0.0069921405753767,0.0019751677128471,0.5413008470124856,-0.0018222591404252,0.0876693725585937,0.5406040081320203,0.006643721135143962,0.5407433759081132,-0.002379730244797581
5762.0,78000.0,78000.0,0.534577242688928,0.0069400697892121,0.0019508904072879,0.5345772426889279,-0.0018113501957191,0.0608322620391845,0.5321899157430281,0.005746406316262139,0.532667381132208,-0.0037212117524390385
5822.0,78000.0,78000.0,0.5336491437592309,0.0068882659490611,0.0019269138225875,0.5336491437592308,-0.0018005266724206,0.1305768489837646,0.5332713767169325,0.0066993824279119076,0.533346930125392,-0.0021027403062593084
5882.0,79000.0,79000.0,0.530111743831409,0.0068367284275571,0.0019032341979981,0.5301117438314089,-0.0017897443362525,0.079498291015625,0.5319571786466538,0.00775944583517949,0.5315880916836048,-0.0003133964840566759
5942.0,79000.0,79000.0,0.5245805543838636,0.0067854565857394,0.0018798478203292,0.5245805543838636,-0.0017790525011024,0.0677874088287353,0.5260124093625765,0.007501384075095861,0.525726038366834,-0.0006335685181320632
6002.0,80000.0,80000.0,0.5241526480544448,0.0067344497683164,0.0018567510234106,0.5241526480544447,-0.0017684036407787,0.0794517993927002,0.5253159592071143,0.007316105344651142,0.5250832969765803,-0.0008377547186431135
6062.0,81000.0,81000.0,0.5176374910392698,0.0066837072993407,0.0018339401875438,0.5176374910392697,-0.0017578330641284,0.0805001258850097,0.5205428553547959,0.008136389457103784,0.5199617824916907,0.0005664583882925346
6122.0,81000.0,81000.0,0.5167580149837678,0.0066332284737557,0.0018114117390076,0.5167580149837678,-0.0017473168554485,0.0787277221679687,0.5180238129818917,0.007266127472817618,0.5177706533822669,-0.0007346784569494317
6182.0,82000.0,82000.0,0.5133149059216296,0.0065830125375777,0.0017891621497239,0.5133149059216295,-0.0017368669095543,0.059861421585083,0.5183260877289639,0.009088603441244868,0.517323851367497,0.0022720785363131695
6242.0,82000.0,82000.0,0.5079971931994159,0.0065330586488673,0.0017671879371805,0.5079971931994159,-0.0017264802286862,0.0818619728088378,0.5144680519252575,0.009768488011788054,0.5131738801800891,0.0034502067519870065
6302.0,83000.0,83000.0,0.5075524793679771,0.0064833658104276,0.0017454856647081,0.5075524793679771,-0.0017161500246861,0.1056394577026367,0.5121861269222435,0.008800189587560804,0.5112593974113903,0.001990768018727026
6362.0,84000.0,84000.0,0.5012394417354997,0.0064339327597368,0.0017240519422698,0.5012394417354997,-0.0017058908101538,0.0769374370574951,0.5052885687642943,0.008458496274134062,0.5044787433585354,0.0015334108128818192
6422.0,84000.0,84000.0,0.5004060443121803,0.0063847577903147,0.0017028834280568,0.5004060443121803,-0.0016956793481081,0.0589184761047363,0.5015435657751423,0.006953518521795667,0.5013160614825498,-0.0007856621777385526
6482.0,85000.0,85000.0,0.4970550695414616,0.0063358384622926,0.0016819768313842,0.4970550695414615,-0.0016855456679654,0.079580545425415,0.496576942486863,0.0060967749349932895,0.4966725678977826,-0.0020680473116442962
6542.0,85000.0,85000.0,0.4919422741188579,0.0062871711397197,0.0016613289175941,0.4919422741188578,-0.0016754560139443,0.0842750072479248,0.491440258845221,0.006036163502901276,0.49154066189994833,-0.002077068232853778
6602.0,86000.0,86000.0,0.4914826401657904,0.006238750267494,0.0016409365159134,0.4914826401657904,-0.0016654418959236,0.0596256256103515,0.48874164170382434,0.004868251036510972,0.48928984139621756,-0.003858240665496445
6662.0,87000.0,87000.0,0.4853655752222935,0.0061905672688355,0.0016207965314862,0.4853655752222935,-0.0016554786260041,0.0785582065582275,0.4814342767084059,0.004224918011891687,0.4822205364111834,-0.004800517437114201
6722.0,87000.0,87000.0,0.4845758449113081,0.0061426089018152,0.0016009059631148,0.484575844911308,-0.0016455840420513,0.1514790058135986,0.4824913283773676,0.005100350634844943,0.4829082316841556,-0.00331319726920371
6782.0,88000.0,88000.0,0.481314885246018,0.0060948548599222,0.0015812619285037,0.4813148852460179,-0.0016357434588407,0.1208777427673339,0.4799269801293307,0.005400902301578553,0.4802045611526681,-0.0027460675521905342
6842.0,88000.0,88000.0,0.4763988164135389,0.0060472743400772,0.0015618616987749,0.4763988164135388,-0.0016259629983479,0.0611169338226318,0.4756286473553724,0.005662189810993972,0.47578268116700567,-0.0022420982448810647
6902.0,89000.0,89000.0,0.4759259617511128,0.005999821237856,0.0015427027432433,0.4759259617511128,-0.0016162492932752,0.0862722396850586,0.4730524179673857,0.00456304934599243,0.4736271267241311,-0.003915084320256913
6962.0,90000.0,90000.0,0.4699990632813071,0.0059524275717485,0.0015237827830989,0.4699990632813071,-0.0016065873948112,0.1309075355529785,0.4662689483945265,0.00408737012835821,0.46701497137188264,-0.004590679304235664
7022.0,90000.0,90000.0,0.4692508439956148,0.0059049946957551,0.0015050998473545,0.4692508439956147,-0.0015969783249485,0.0592055320739746,0.46778943128984457,0.005174288342870004,0.4680817138309985,-0.002766108489564652
7082.0,91000.0,91000.0,0.4660770010832641,0.0058573818461161,0.0014866523138522,0.466077001083264,-0.0015874429508473,0.0615344047546386,0.46014650835240894,0.0028921354806885242,0.46133260689857986,-0.006331837135531421
7142.0,91000.0,91000.0,0.4613492614224237,0.0058093916029128,0.0014684388986285,0.4613492614224236,-0.0015779565713214,0.0878815650939941,0.4542702939336901,0.0022699078585460136,0.45568608743143674,-0.007241130562308259
7202.0,92000.0,92000.0,0.4608682793012954,0.0057607519559954,0.0014504585231858,0.4608682793012953,-0.0015685159738594,0.0700685977935791,0.4565750759218912,0.0036141502662932986,0.45743371659777193,-0.005003078677382762
7262.0,93000.0,93000.0,0.4551185431388556,0.0057110948755622,0.0014327099341948,0.4551185431388555,-0.0015591565323957,0.0877103805541992,0.45335619692503104,0.0048299217686499285,0.45370866616779587,-0.002969033503455334
7322.0,93000.0,93000.0,0.4544058086924356,0.0056599316274951,0.0014151908658743,0.4544058086924355,-0.0015498415318863,0.1305968761444091,0.45198636011092597,0.00445020733674029,0.45247024982722783,-0.0034854003970939975
7382.0,94000.0,94000.0,0.4513425795701106,0.0056066255619944,0.0013978964148029,0.4513425795701106,-0.0015405667037251,0.0595979690551757,0.4430353151803903,0.0014529933671342445,0.44469676805833436,-0.00818637821550135
7442.0,94000.0,94000.0,0.4468072701670189,0.0055503637481152,0.001380816138135,0.4468072701670189,-0.0015313832920077,0.0607788562774658,0.4386834710654334,0.0014884641973224389,0.44030823088575044,-0.008030422573276118
7502.0,95000.0,95000.0,0.4462397987440903,0.0054901296137064,0.0013639291983398,0.4462397987440902,-0.0015222292248265,0.1577281951904297,0.43874648453324355,0.0017434725082830153,0.44024514737541276,-0.007516880593503915
7562.0,96000.0,96000.0,0.4408024597409967,0.0054246796384005,0.0013471966897162,0.4408024597409967,-0.0015131242174041,0.1481680870056152,0.4282308101126236,-0.0008611451757860556,0.4307451400382982,-0.01157044392010259
7622.0,96000.0,96000.0,0.4401722142235357,0.0053525280563077,0.0013305501527579,0.4401722142235357,-0.0015041272292318,0.0659129619598388,0.4288428103141383,-0.00031217389839100374,0.4311086910960178,-0.010567650356749727
7682.0,97000.0,97000.0,0.4368534690578005,0.0052719443279505,0.0013138753079187,0.4368534690578004,-0.0014951064062907,0.1399018764495849,0.4261561847165415,-7.669784267899313e-05,0.4282956415847932,-0.01005293387929789
