t,A_sample_noisy,A_sample_lag1,delta_y,delta_y_lag1,delta_y_lag5
5342.0,0.5796736565175633,0.5768005457231584,0.0028731107944048873,0.001095654328806317,-0.006749962942877108
5402.0,0.5756919096565409,0.5796736565175633,-0.003981746861022373,0.0028731107944048873,0.002457087667242175
5462.0,0.5671061741879769,0.5756919096565409,-0.008585735468564004,-0.003981746861022373,-0.006623021633690662
5522.0,0.5633662783445903,0.5671061741879769,-0.0037398958433866314,-0.008585735468564004,-0.004276257109783743
5582.0,0.5587943721002849,0.5633662783445903,-0.004571906244305368,-0.0037398958433866314,0.001095654328806317
5642.0,0.5557372787035159,0.5587943721002849,-0.0030570933967690728,-0.004571906244305368,0.0028731107944048873
5702.0,0.5561372039672796,0.5557372787035159,0.00039992526376375626,-0.0030570933967690728,-0.003981746861022373
5762.0,0.5482985578673911,0.5561372039672796,-0.007838646099888491,0.00039992526376375626,-0.008585735468564004
5822.0,0.5468601164739448,0.5482985578673911,-0.001438441393446288,-0.007838646099888491,-0.0037398958433866314
5882.0,0.5476840173739717,0.5468601164739448,0.0008239009000268194,-0.001438441393446288,-0.004571906244305368
5942.0,0.5387256097986057,0.5476840173739717,-0.008958407575365923,0.0008239009000268194,-0.0030570933967690728
6002.0,0.5289454658432189,0.5387256097986057,-0.009780143955386844,-0.008958407575365923,0.00039992526376375626
6062.0,0.5226479850799614,0.5289454658432189,-0.006297480763257535,-0.009780143955386844,-0.007838646099888491
6122.0,0.5215349174746458,0.5226479850799614,-0.0011130676053155986,-0.006297480763257535,-0.001438441393446288
6182.0,0.5195252020090294,0.5215349174746458,-0.0020097154656163463,-0.0011130676053155986,0.0008239009000268194
6242.0,0.5040137916080898,0.5195252020090294,-0.015511410400939618,-0.0020097154656163463,-0.008958407575365923
6302.0,0.5005598866339853,0.5040137916080898,-0.0034539049741044714,-0.015511410400939618,-0.009780143955386844
6362.0,0.4941640153939902,0.5005598866339853,-0.006395871239995132,-0.0034539049741044714,-0.006297480763257535
6422.0,0.4950742165488672,0.4941640153939902,0.0009102011548769995,-0.006395871239995132,-0.0011130676053155986
6482.0,0.4887710992296379,0.4950742165488672,-0.006303117319229279,0.0009102011548769995,-0.0020097154656163463
6542.0,0.4863008429592133,0.4887710992296379,-0.002470256270424631,-0.006303117319229279,-0.015511410400939618
6602.0,0.4811528419619044,0.4863008429592133,-0.005148000997308888,-0.002470256270424631,-0.0034539049741044714
6662.0,0.4696453359203699,0.4811528419619044,-0.011507506041534499,-0.005148000997308888,-0.006395871239995132
6722.0,0.4746692767501191,0.4696453359203699,0.005023940829749218,-0.011507506041534499,0.0009102011548769995
6782.0,0.4789726188118056,0.4746692767501191,0.004303342061686477,0.005023940829749218,-0.006303117319229279
6842.0,0.4700359936232988,0.4789726188118056,-0.008936625188506797,0.004303342061686477,-0.002470256270424631
6902.0,0.4649284768610712,0.4700359936232988,-0.005107516762227593,-0.008936625188506797,-0.005148000997308888
6962.0,0.4559298076544595,0.4649284768610712,-0.008998669206611687,-0.005107516762227593,-0.011507506041534499
7022.0,0.462387536662783,0.4559298076544595,0.006457729008323476,-0.008998669206611687,0.005023940829749218
7082.0,0.4579385124549902,0.462387536662783,-0.004449024207792807,0.006457729008323476,0.004303342061686477
7142.0,0.4515960409221181,0.4579385124549902,-0.006342471532872096,-0.004449024207792807,-0.008936625188506797
7202.0,0.4507116456848913,0.4515960409221181,-0.000884395237226776,-0.006342471532872096,-0.005107516762227593
7262.0,0.443686934396151,0.4507116456848913,-0.007024711288740326,-0.000884395237226776,-0.008998669206611687
7322.0,0.4467332008758387,0.443686934396151,0.003046266479687698,-0.007024711288740326,0.006457729008323476
